name	postindex	address	contact	latitude	longitude	unk1	unk2	image_url	unk3	unk4
ФГКУ «5 ОФПС по Челябинской области»	54967	г. Миасс, Предзаводская площадь, 4	код 8-351-3 239-71-61 55-32-41 ПЛЕШКОВ Алексей Геннадьевич	55.065257	60.101551	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-55	54985	п. Южный	код  8-351-63 2-43-60 ШКАРАПУТА Михаил Александрович	53.120545	59.455913	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-42	54995	г. Верхний Уфалей,  ул. К. Маркса, 123	код  8-351-64 2-35-31 КОЗИН Сергей Викторович	56.063002	60.214999	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-57	55002	с. Бреды,  ул. Маяковского, 3	код  8 351 41 3-54-73 БОРОДИН Сергей Павлович	52.411972	60.346485	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 18 ОФПС	55034	г. Ишим, ул. 8-е Марта 26	8(34551)7-28-76 Эмрих Алексей Владимирович	56.112282	69.465293	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Учебная пожарная часть ФГБОУ «Учебный центр ФПС по Челябинской области»	55046	г. Челябинск,  ул. Троицкая, 1г	8-351-262-55-40, Начальник  СТРУНОВ  Рафаэль  Юрьевич  	55.128984	61.378991	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарно-техническая выставка Центра противопожарной пропаганды и общественных связей ФКУ «ЦУКС ГУ МЧС России по Челябинской области»	55048	г. Челябинск, ул. Пушкина, 68	8-351-239-70-85, Начальник  ГОЛОБОРОДЬКО  Борис  Олегович  	55.156688	61.409641	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФКУ 4 ОФПС	55012	г. Тюмень                                        ул. Кедровая, 125	8(3452)48-26-00 Кряжева Юлия Сергеевна	57.153732	65.672579	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 8 ОФПС	55015	г. Тобольск 4 мкр., д.56	8(3456) 25 19 92 Терехов Вячеслав Александрович	58.205188	68.324935	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «1 ОФПС по Челябинской области&quot;	55050	г. Златоуст, ул. Северная, д.27.	8-351-3-239-71-57, Начальник отряда МАЙОРОВ  Алексей Валерьевич  	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-8	55052	г. Златоуст, ул. Северная, 27	8-351-3-65-37-63, Начальник  ДОРОХ  Виктор Павлович  	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-44	55054	г. Куса, ул. Бубнова, 12	8-351-54-3-41-32, Начальник   КУРКОВ  Александр Сергеевич  	55.338746	59.432728	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «2 ОФПС по челябинской области»	55056	г. Магнитогорск, ул. Кирова, 101	8-351-9-239-71-41, Начальник отряда МИНИН  Александр Геннадьевич  	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-45	55058	г. Златоуст, ул. Лапшина, 4	8-351-3-67-33-11, Начальник ГАВРИЛОВ  Сергей Геннадьевич  	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-49	55060	г. Сатка, ул. 100-летия комбината «Магнезит», 7	8-351-61-4-33-30, Начальник ДМИТРИЕВ  Евгений Александрович  	55.070298	58.991700	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-21	55062	г. Магнитогорск, ул. Жукова, 24	8-351-9-40-77-3, Начальник ПОНОМАРЕНКО  Вячеслав 	53.350800	58.969799	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-24	55064	г. Магнитогорск, ул. Лермонтова, 18	8-351-9-29-25-28, Начальник БАЛДИН  Сергей Николаевич  	53.384929	59.066961	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-25	55066	г. Магнитогорск, ул. Советская, 108	8-351-9-21-77-34, Начальник ОБОРИН  Дмитрий Юрьевич  	53.392205	58.960501	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-59	55068	г. Верхнеуральск,  ул. Энергетиков, 1В	8- 351- 43-2-24-46, Начальник ГОРОХОВ  Вячеслав Александрович  	53.886599	59.222702	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 19 ОФПС	55018	п.Винзили ул.Заводская, 17	Р.т. 8(3452) 728-152; с.т. 926239 Пятых Ирина Александровна	56.952799	65.769004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-63	55070	с. Кизильское, пер. Бородулина, 3-а	8-351-55-3-02-47, Начальник КАДИГРОБ  Павел Сергеевич	52.723499	58.900000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-67	55072	с. Агаповка, ул. Правобережная, 3/1	8 351-40-2-13-43, Начальник МЯСНИКОВ  Дмитрий Александрович  	53.308886	59.129888	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-68	55074	с. Фершампенуаз, Нагайбакского района, пер. Пионерский, 2	8-351-57-2-21-43, Начальник ЯКОВЛЕВ  Сергей Иванович  	53.519519	59.821698	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
«ОФПС по Челябинской области»	55076	г. Магнитогорск, ул. Кирова, 101	8-351-9-239-71-41, Начальник отряда МИНИН  Александр Геннадьевич  	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-20	55078	г. Магнитогорск, ул. Кирова, 101	8-351-9-24-70-90, Начальник СУХАНОВ  Вадим Викторович  	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-34	55080	г. Челябинск, ул. 2-я Павелецкая, 24	8-351-725-34-01, Начальник ТОЛСТИХИН  Максим Алексеевич  	55.265779	61.411564	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «3 ОФПС по челябинской области»	55082	г. Челябинск, ул. Нахимова, 1а	8-902-604-0600, Начальник ЖЕЛТЫШЕВ  Вячеслав Владимирович  	55.120732	61.481524	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 24 ОФПС	55022	г. Ялуторовск ул. Бахтиярова 32	(34535) 2 60 64 Кузнецова Екатерина Владимировна	56.638199	66.274899	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 25 ОФПС	55025	г. Заводоуковск ул.Шоссейная,117	8(34542) 2-34-53 Дубовец Сергей Иванович	56.510701	66.532796	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1	55084	г. Химки, ул. Ленинградская, д. 13	8-916-708-19-20, Лукьянов Денис Алексеевич,  майор внутренней службы  заместитель начальника 1 пожарной части	53.417044	58.991673	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2	55086	г. Челябинск, ул. Троицкая, 1/б	8-351-262-55-20, Начальник ОЛОЛЕНКО  Сергей Михайлович  	55.125664	61.374472	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-3	55088	г. Челябинск, ул. Тагильская, 24/а	8-351-791-29-55, Начальник ТРОШИН  Андрей Леонидович  	55.177961	61.390337	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-4	55090	г. Челябинск, ул. Хлебозаводская, 1	8-351-735-03-81, Начальник ХАЗИПОВ  Рауф Равильевич  	55.249253	61.406102	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-5	55092	г. Челябинск, ул. Горького, 35	8-351-772-79-92 ,8 351  772-79-92  	55.173709	61.439124	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-7	55094	г. Челябинск, ул. Куйбышева, 15	8-351-741-73-01, Начальник СИБИРЕВ  Юрий Васильевич  	55.198037	61.359578	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-11	55096	г. Челябинск, пр-т Победы, 400	8-351-731-20-56, Начальник ЖЕЛТЫШЕВ  Евгений Владимирович  	55.181493	61.287524	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-19	55098	г. Челябинск, ул. Новороссийская, 5	8 351  255-55-19, Начальник БАРЫШНИКОВ  Сергей Александрович  	55.097842	61.492861	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-34	55100	г. Челябинск, ул. 2-я Павелецкая, 24	8-351-725-34-01, Начальник ТОЛСТИХИН  Максим Алексеевич  	55.265779	61.411564	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-31	55102	г. Троицк,		54.088546	61.582369	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧТКП ФГКУ «1 отряд ФПС по РСО-А»	55112	ГУ по Республике Северная Осетия-Алания,г. Владикавказ ул. Гвардейская. 30	Начальник части Чегаев Арсен Хаджисмелович раб. 8-8672-74-33-02 сот. 8-988-838-74-92	43.059202	44.675097	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 32 ОФПС	55030	г. Тюмень ул. Чекистов, 33	590-795 988308 Борисова Елена Александровна	57.118990	65.651657	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФКУ «ОФПС-1 ГУ МЧС России по ЧР»	55116	ГУ по Чеченской Республике,г. Грозный, ул. Тухачевского. 13	Начальник части старший лейтенант вн. сл. Магомедов Ибрагим Ахмадович сот. 8 928-738 -24-95	43.331830	45.644864	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-18 ФГКУ «1 отряд ФПС по РСО-А»	55118	ГУ по Республике Северная Осетия-Алания, с. Эльхотово ул. Кирова. 110	Начальник части Габатаев Петр Самсонович раб.8-86735-5-08-02 сот. 8-906-188-90-15	43.330801	44.213201	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-13 ФГКУ «ОФПС-3 по СК»	55150	г. Ставрополь пр. Кулакова 15	8-962-455-80-80-95 (Начальник части старший лейтенант вн. сл. Башлай Андрей Александрович)	45.051010	41.914825	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
УПЧ ФГБОУ &quot;ДПО Тюменский учебный центр ФПС&quot;	55935	625043, Тюменская обл, Тюменская обл, Тюменская обл, 11 километр Салаирского тракта 	643-3452-590710 (Начальник: Сергей Михайлович Афанасьев)	56.543349	66.594250	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
3 ПЧ 1 ОФПС	53151	г. Абакан, ул. Крылова, 133.	Верещагин Алексей Валерьевич (начальник отдела профилактики 1 ОФПС)	53.734539	91.437420	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 17  Федерального государственного казенного учреждения «2 ОФПС по Владимирской области»	53665	г. Александров, ул. Красный переулок, д. 4а	8-961-111-00-20 (Заместитель начальника ФГКУ «2 ОФПС по Владимирской области» подполковник вн. сл. Прозорова И.Ю.)	56.392388	38.726462	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
59 ПЧ 54 ОФПС 	54648	Свердловская область,<br />г. Артемовский,<br />ул. Коммунаров, 2<br />	8 (34363) 2-47-44 капитан внутренней службы Рагимов Тахир Магеддин Оглы	57.336522	61.891057	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ ФГКУ «1 отряд ФПС по РД»	55106	ГУ по Республике Дагестан, г. Махачкала, ул. Акушинского.<br />зо-д<br />	Начальник части капитан вн. сл. Кудуев Гасангусейн Каримуллаевич раб.8-8722-63-30-95 сот. 8-928-531-59-14	42.976722	47.484326	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ ФГКУ «1 отряд ФПС по КБР»	55108	ГУ по Кабардино-Балкарской Республике,г. Нальчик, ул. Кадырова, 6.	Начальник части старший лейтенант вн. сл. Сонов Аслан Мусабиевич раб. 8-8662-96-25-22. сот. 8-928-720-64-02.	43.504303	43.655302	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-6 «ФГКУ 1 отряд ФПС по Астраханской области»	53278	г. Астрахань, ул. Н. Островского, 136	8-(8512)-46-99-95, 8-(8512)-71-32-16 (Тулупов Алексей Николаевич)	46.400391	48.079963	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
«10 ОФПС по Челябинской области»	54047	г. Аша, ул. Советская, 8	8 351 59 239-71-73, 3-13-95 (Начальник  ПОПКО Вячеслав  Алексеевич)	54.992115	57.258257	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-8 ФГКУ «ОФПС-3 по С К»	55114	ГУ по Ставропольскому краю,г. Ставрополь ул. Суворова 5	Начальник части майор вн. сл. Бубликов Вадим Эдуардович сот. 8-918-870-02-44	45.047985	41.975785	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
147 ПЧ ФГКУ 26 ОФПС 	55865			57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2 по охране Северного района г. Орла	55146	г. Орел	8-4862-36-50-01 (Начальник части – капитан вн.сл. Хархардин Игорь Валерьевич)	52.968153	36.083061	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
151 ПЧ ФПС ФГКУ «27 ОФПС по Тюменской области»	55953	627300, ТЮМЕНСКАЯ область, рп. ГОЛЫШМАНОВО, ул. ВОКЗАЛЬНАЯ, д. 85		57.149113	65.529782	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-5 по охране Заводского района г. Орла	55148	г. Орел	8-4862-59-21-03 (Начальник части: старший лейтенант вн.сл. Горбачев Сергей Анатольевич)	52.968153	36.083061	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-50	54055	г. Аша, ул. Советская, 8	8 351 59 3-28-42 (Начальник ЧАЛОВ Денис Валерьевич)	54.992115	57.258257	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 1 ФГКУ  «ОФПС по ЕАО» 	54249	г. Биробиджан, ул. Индустриальная, 3	8 (42622) 3-57-26 (Начальник части, Михайлов Евгений Анатольевич)	48.816801	132.885660	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
12 ПЧ ФГКУ «1 отряд ФПС МЧС России по Амурской области»	54451	г. Благовещенск, ул. Театральная, 181<br />	8-924-674-47-96 (Начальник караула, лейтенант в/с, Бабай С.И)	50.294249	127.559144	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ ФГКУ «1 отряд ФПС МЧС России по Амурской области»	54453	г. Благовещенск, ул. Пионерская 47<br />	8-914-388-30-31 (Начальник части, капитан в/с, Рыбалко К.В)	50.267684	127.533381	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
81 ПЧ	54585	"г. Богданович, ул. Ракицианская, 2 а	"	8(34376)22346 (Инструктор 81-ПЧ 59 ОФПС по СО Тырышкина А.С)	56.775398	62.051443	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Королевский гарнизон 88 ПЧ 	54281	Мкр-н Текстильщики, ул. Советская, д.32	8-498-500-13-74 (Начальник 88 ПЧ Балашов Сергей Васильевич, майор вн.службы)	55.427208	38.260874	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2 ФГКУ «1 отряд федеральной противопожарной службы по Брянской области»	54079	г.Брянск, п.Путевка, ул.Строи-телей, 29	(4832) 93-21-65, 8-953-280-49-81 (Заместитель начальника отряда по работе с кадрами — начальник отделения по кадровой и воспитательной работе подполковник внутренней службы Андрюшин Д.Г)	53.356481	34.315940	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «1 отряд ФПС по Новгородской области»	53256	г. В Новгород пр. А Корсунова д. 26а<br />	Тимофеев Михаил Викторович	58.545725	31.242355	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть №96 Федеральной противопожарной службы Главным управлением МЧС России по Московской области	55178	г. Химки		55.890038	37.445105	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Наро-Фоминский гарнизон, ПЧ-239	54285	г.Верея, ул. Первомайская<br />	8(49634) 68-075 (Петров Владимир Валентинович начальник ПЧ-239)	55.338802	36.185424	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
33 ПЧ 3 ОФПС	54609	Свердловская область,  г.Верхняя Салда ул.Северная, 1	8 (34345) 5-58-22 майор внутренней службы Мурзин Андрей Юрьевич	58.046573	60.554822	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
41 ПЧ 3 ОФПС 	54614	Свердловская область,<br />г.Верхняя Салда,<br />ул.Молодежный поселок, 105<br />	8(34345) 2-35-21 8(34345) 2-04-61 майор внутренней службы Нечаев Владислав Александрович	58.046573	60.554822	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2-ПЧ ФГКУ «2 отряд ФПС по Приморскому краю»	54422	г. Владивосток, ул. Вострецова, д. 19<br />	8(4232) 233-28-31 8(4232) 254-19-37 (Начальник части, подполковник в/с, Чепко Юрий Николаевич)	43.147774	131.918722	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
9-ПЧ ФГКУ «2 отряд ФПС по Приморскому краю»	54425	г. Владивосток, ул. Дальзаводская, д. 31	8(4232) 252-03-78 (Начальник части, капитан в/с, Шакиров Амир Сергеевич)	43.112252	131.916000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 3 Федерального государственного казенного учреждения «1 ОФПС по Владимирской области»	53663	г. Владимир, ул. Соколова - Соколенка, д. 10<br />	8-910-774-53-43 (Заместитель начальника ФГКУ «1 ОФПС по Владимирской области» подполковник вн. сл.  Домничев В.А.)	56.164150	40.457560	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1	55632	ПЧ-1, г. Псков		57.819264	28.332855	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-13 ФГКУ «1 отряд федеральной противопожарной службы по Брянской области»	54072	г.Брянск, ул.Инсти-тутская, 6	(4832) 93-21-65, 8-953-280-49-81 (Заместитель начальника отряда по работе с кадрами — начальник отделения по кадровой и воспитательной работе подполковник внутренней службы Андрюшин Д.Г)	53.303974	34.308673	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-13 5-ОФПС по Волгоградской области	53284	Волгоградская область г. Волжский, ул. Карбышева, д. 13<br />	(8443) 39-59-53, (8443) 39-50-91 (Голованов Михаил Геннадьевич)	48.794348	44.758218	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
9 специализированная пожарная часть по тушению крупных пожаров ФГКУ «1 отряд ФПС по Вологодской области»	53240	г.Вологда, ул.Псковская, 20	(8172) 71-48-51 (заместитель начальника 9 СЧ лейтенант внутренней службы Малинин Алексей Николаевич)	59.197113	39.836348	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-32 ГУ «3 ОФПС»	53207	г. Воркута, п. Воргашор, ул. Л. Комсомола, 2<br />	(82151)  4-64-79 (Смирнов Алексей Станиславович)	67.501109	64.026856	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ-15	53601	г. Воронеж, ул. Вл. Невского, д. 19 а	242-98-38 (начальник СЧ-15 майор внутренней службы Севастьянов Сергей Васильевич)	51.713780	39.152155	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ-15	53603	г. Воронеж, ул. Вл. Невского, д. 19 а	242-98-38 (начальник СЧ-15 майор внутренней службы Севастьянов Сергей Васильевич)	51.713780	39.152155	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
96 пожарная часть ФГКУ «15 отряд ФПС по Ленинградской области»	53248	Ленинградская область, Всеволожский район, г. Всеволожск, ул. Народная, д. 7	964-89-47 (Чумаков Владимир Владимирович)	59.991421	30.654470	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №27	55634	ПЧ №27, поселок Пушкинские горы		57.897701	55.194099	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
52 пожарная часть ФГКУ «26 отряд ФПС по Ленинградской области»	53250	Ленинградская область, Выборгский район, г.Выборг,  ул. Кутузова, д.47	8-813-78-221-15 (Красовский Александр Олегович)	60.713506	28.738247	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 76	55588	ул. Люблинская, дом 94	349-12-35, 349-00-56	55.657814	37.739016	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
53 ПЧ ФГКУ 18 ОФПС	54089	 	8(34551)7-28-76 Эмрих Алексей Владимирович	57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
43 ПЧ 13 ОФПС	54119	Миннибаева Лейсан Хамзовна, заместитель начальника – начальник ОПП 43 ПЧ, капитан внутренней службы	7-3466-28-54-09, Миннибаева Лейсан Хамзовна,  заместитель начальника –  начальник ОПП 43 ПЧ,  капитан внутренней службы  	61.559456	68.651491	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
60 ПЧ ФГКУ «20 отряд ФПС по Приморскому краю»	54193	Спасский район, промзона Новоспасского цементного завода<br />	8(42352)3-14-95 (Начальник части, капитан в/с, Колодкин Роман Витальевич)	44.749120	132.978142	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №2 ГУ &quot;1-й отряд ФПС по Магаданской области&quot;	55860	г. Магадан, ул. Зайцева, 7	63-73-50	59.619402	150.777001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2-ПЧ ФГКУ «2 отряд ФПС по Приморскому краю»	54195	г. Владивосток, ул. Вострецова, д. 19<br />	8(4232) 233-28-31 8(4232) 254-19-37 (Начальник части, подполковник в/с, Чепко Юрий Николаевич)	43.147774	131.918722	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Наро-Фоминский гарнизон Пожарной охраны: 39 пожарная часть	54283		8-926-162-42-12 (Мамаев Руслан Васильевич, ст. лейтенант вн. сл., начальник 39 пожарной части ФГКУ «19 ОФПС по Московской области»)	55.632139	37.673753	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Чеховский Гарнизон пожарной охраны 79 ПЧ ФГКУ «29 ОФПС по МО»	54321		8-903-674-38-84 (Начальник 79 ПЧ ФГКУ «29 ОФПС по МО» подполковник внутренней службы Алексеев Алексей Александрович)	55.632139	37.673753	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
60 ПЧ ФГКУ «20 отряд ФПС по Приморскому краю»	54419	Спасский район, промзона Новоспасского цементного завода<br />	8(42352)3-14-95 (Начальник части, капитан в/с, Колодкин Роман Витальевич)	44.749120	132.978142	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «146 ПЧ ФПС по Тюменской области»	55881			57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
9-ПЧ ФГКУ «2 отряд ФПС по Приморскому краю»	54197	г. Владивосток, ул. Дальзаводская, д. 31	8(4232) 252-03-78 (Начальник части, капитан в/с, Шакиров Амир Сергеевич)	43.112252	131.916000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
35 пожарная часть по охране БАЭС	54632	Свердловская область, БАЭС	подполковник внутренней службы Балабуркин Роман Сергеевич 	59.126311	61.706319	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
130 ПЧ ФГКУ 18 ОФПС	55379	 	8(34551)7-28-76 Эмрих Алексей Владимирович	57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
131 ПЧ ФГКУ 18 ОФПС	55381	 		57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 27 ОФПС	55887	с. Голышманово, ул. Вокзальная, 85	8 34546 261-90 (Лещева Ольга Михайловна, Инспектор  по основной деятельности 110 ПЧ ФПС)	56.390699	68.382104	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «6 ПЧ ФПС по Чукотскому АО»	54245	Анадырский муниципальный район, п. Угольные Копи, ул.Первомайская 24<br />	8(427)325-57-49 (Начальник части, Куцик Владимир Иосифович)	64.730401	177.692998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
132 ПЧ ФГКУ 18 ОФПС	55383	 		57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
134 ПЧ ФГКУ 18 ОФПС	55385	 		57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
133 ПЧ ФГКУ 18 ОФПС	55387	 		57.649009	70.013552	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть №12	55568	ул. Русаковская, дом 26, строение 1	603-09-99	55.789006	37.682035	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 69	55570	Звездный бульвар, дом 7	616-52-23	55.814330	37.632484	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 69	55572	Звездный бульвар, дом 7	616-52-23	55.814330	37.632484	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
150 ПЧ ФПС ФГКУ	55889	Аромашево		56.865663	68.646326	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «5 ПЧ ФПС по Чукотскому АО»	54243	г. Анадырь, ул. Отке, д.52<br />	8(427)222-44-39 (Начальник части, Панов Валерий Михайлович)	64.736655	177.477366	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Специализированная пожарная часть № 28	55574	ул. Братьев Фонченко, дом 6	(499) 145-33-36	55.730132	37.512739	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Учебная пожарная часть Санкт-Петербургского университета ГПС МЧС России	55152	С-Пб ул. Фучика, дом 10, корпус 1	Телефон 774-81-16 (Процук Сергей Николаевич), 774-47-35 (Данилевич Андрей Васильевич)	59.938806	30.314278	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 3	55562	Петровско - Разумовский проезд, дом 21, 	612-80-03, 656-36-50	55.799598	37.565901	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГБОУ ДПО &quot;Учебный центр ФПС по Новосибирской области&quot;	53155		222-06-15 (Коваленко Андрей Григорьевич),  232-74-35 (Шестопалов Сергей Викторович)	55.312179	80.102208	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Специализированная пожарная часть № 28	55576	ул. Братьев Фонченко, дом 6	(499) 145-33-36	55.730132	37.512739	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 61	55578	г. Зеленоград, 1-й Западный проезд, дом 10	(499) 735-52-01, (499) 736-34-72	56.010231	37.198068	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 61	55580	г. Зеленоград, 1-й Западный проезд, дом 10	(499) 735-52-01, (499) 736-34-72	56.010231	37.198068	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 106	55582	ул. Чертановская, дом 40	313-23-53, 315-81-20	55.614027	37.589581	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 106	55584	ул. Чертановская, дом 40	313-23-53, 315-81-20	55.614027	37.589581	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
151 ПЧ ФПС ФГКУ «27 ОФПС по Тюменской области»	55941	 627300, ТЮМЕНСКАЯ область, рп. ГОЛЫШМАНОВО, ул. ВОКЗАЛЬНАЯ, д. 85	Начальник  Ножкин Алексей Петрович	57.149113	65.529782	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-7 ФГКУ «1 отряд ФПС по Чукотскому АО»	54247	г. Билибино, ул. 30 лет Советской Чукотки 16<br />	8(427)382-42-91 (Начальник части, Балаханов Дмитрий Владимирович)	68.055832	166.437493	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 76	55586	ул. Люблинская, дом 94	349-12-35, 349-00-56	55.657814	37.739016	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
